수믈,,,,NR,*,T,수믈,*,*,*,*,*
수백,,,,NR,*,T,수백,*,*,*,*,*
수십,,,,NR,*,T,수십,*,*,*,*,*
수억,,,,NR,*,T,수억,*,*,*,*,*
수유,,,,NR,*,F,수유,*,*,*,*,*
수조,,,,NR,*,F,수조,*,*,*,*,*
수천,,,,NR,*,T,수천,*,*,*,*,*
수천수만,,,,NR,*,T,수천수만,*,*,*,*,*
순식,,,,NR,*,T,순식,*,*,*,*,*
쉬물,,,,NR,*,T,쉬물,*,*,*,*,*
쉬운,,,,NR,*,T,쉬운,*,*,*,*,*
쉬은,,,,NR,*,T,쉬은,*,*,*,*,*
쉬훈,,,,NR,*,T,쉬훈,*,*,*,*,*
쉬흔,,,,NR,*,T,쉬흔,*,*,*,*,*
쉬힌,,,,NR,*,T,쉬힌,*,*,*,*,*
쉰,,,,NR,*,T,쉰,*,*,*,*,*
슈인,,,,NR,*,T,슈인,*,*,*,*,*
스무남은,,,,NR,*,T,스무남은,*,*,*,*,*
스무남짓,,,,NR,*,T,스무남짓,*,*,*,*,*
스무째,,,,NR,*,F,스무째,*,*,*,*,*
스물,,,,NR,*,T,스물,*,*,*,*,*
스물째,,,,NR,*,F,스물째,*,*,*,*,*
스물두째,,,,NR,*,F,스물두째,*,*,*,*,*
스물둘째,,,,NR,*,F,스물둘째,*,*,*,*,*
스믈,,,,NR,*,T,스믈,*,*,*,*,*
스믏,,,,NR,*,T,스믏,*,*,*,*,*
스이,,,,NR,*,F,스이,*,*,*,*,*
시나,,,,NR,*,F,시나,*,*,*,*,*
시낫,,,,NR,*,T,시낫,*,*,*,*,*
시물,,,,NR,*,T,시물,*,*,*,*,*
시믈,,,,NR,*,T,시믈,*,*,*,*,*
시운,,,,NR,*,T,시운,*,*,*,*,*
시채,,,,NR,*,F,시채,*,*,*,*,*
시훈,,,,NR,*,T,시훈,*,*,*,*,*
시흔,,,,NR,*,T,시흔,*,*,*,*,*
신,,,,NR,*,T,신,*,*,*,*,*
싣,,,,NR,*,T,싣,*,*,*,*,*
십,,,,NR,*,T,십,*,*,*,*,*
십만,,,,NR,*,T,십만,*,*,*,*,*
싯,,,,NR,*,T,싯,*,*,*,*,*
싯째,,,,NR,*,F,싯째,*,*,*,*,*
싯차,,,,NR,*,F,싯차,*,*,*,*,*
써런,,,,NR,*,T,써런,*,*,*,*,*
쑤물,,,,NR,*,T,쑤물,*,*,*,*,*
아곱,,,,NR,*,T,아곱,*,*,*,*,*
아근,,,,NR,*,T,아근,*,*,*,*,*
